mes,lote,cod_distrito,distrito,año,waste_type,amount,category
FEBRERO,5,14,MORATALAZ,2022,papel_y_cartón,1.56,recyclable
FEBRERO,5,19,VICÁLVARO,2022,papel_y_cartón,1.28,recyclable
FEBRERO,6,11,CARABANCHEL,2022,papel_y_cartón,25.816,recyclable
FEBRERO,6,12,USERA,2022,papel_y_cartón,16.135,recyclable
FEBRERO,6,17,VILLAVERDE,2022,papel_y_cartón,22.589,recyclable
MARZO,1,1,CENTRO ,2022,papel_y_cartón,11.52,recyclable
MARZO,1,6,TETUÁN,2022,papel_y_cartón,4.04,recyclable
MARZO,1,7,CHAMBERÍ,2022,papel_y_cartón,5.04,recyclable
MARZO,2,2,ARGANZUELA,2022,papel_y_cartón,4.22,recyclable
MARZO,2,3,RETIRO,2022,papel_y_cartón,1.04,recyclable
MARZO,2,4,SALAMANCA,2022,papel_y_cartón,2.88,recyclable
MARZO,2,5,CHAMARTÍN,2022,papel_y_cartón,960.0,recyclable
MARZO,3,8,FUENCARRAL,2022,papel_y_cartón,14.26,recyclable
MARZO,3,9,MONCLOA,2022,papel_y_cartón,8.11,recyclable
MARZO,3,10,LATINA,2022,papel_y_cartón,9.18,recyclable
MARZO,4,15,CIUDAD LINEAL,2022,papel_y_cartón,8.491,recyclable
MARZO,4,16,HORTALEZA,2022,papel_y_cartón,12.383,recyclable
MARZO,4,20,SAN BLAS,2022,papel_y_cartón,9.199,recyclable
MARZO,4,21,BARAJAS,2022,papel_y_cartón,5.307,recyclable
MARZO,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,4.74,recyclable
MARZO,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,2.78,recyclable
MARZO,5,14,MORATALAZ,2022,papel_y_cartón,4.86,recyclable
MARZO,5,19,VICÁLVARO,2022,papel_y_cartón,1.88,recyclable
MARZO,6,11,CARABANCHEL,2022,papel_y_cartón,28.96,recyclable
MARZO,6,12,USERA,2022,papel_y_cartón,18.48,recyclable
MARZO,6,17,VILLAVERDE,2022,papel_y_cartón,24.48,recyclable
ABRIL,1,1,CENTRO ,2022,papel_y_cartón,9.84,recyclable
ABRIL,1,6,TETUÁN,2022,papel_y_cartón,5.46,recyclable
ABRIL,1,7,CHAMBERÍ,2022,papel_y_cartón,3.26,recyclable
ABRIL,2,2,ARGANZUELA,2022,papel_y_cartón,3.34,recyclable
ABRIL,2,3,RETIRO,2022,papel_y_cartón,1.82,recyclable
ABRIL,2,4,SALAMANCA,2022,papel_y_cartón,3.28,recyclable
ABRIL,2,5,CHAMARTÍN,2022,papel_y_cartón,0.0,recyclable
ABRIL,3,8,FUENCARRAL,2022,papel_y_cartón,29.4,recyclable
ABRIL,3,9,MONCLOA,2022,papel_y_cartón,21.38,recyclable
ABRIL,3,10,LATINA,2022,papel_y_cartón,10.46,recyclable
ABRIL,4,15,CIUDAD LINEAL,2022,papel_y_cartón,26.56,recyclable
ABRIL,4,16,HORTALEZA,2022,papel_y_cartón,35.75,recyclable
ABRIL,4,20,SAN BLAS,2022,papel_y_cartón,24.51,recyclable
ABRIL,4,21,BARAJAS,2022,papel_y_cartón,15.32,recyclable
ABRIL,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,4.942,recyclable
ABRIL,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,2.118,recyclable
ABRIL,5,14,MORATALAZ,2022,papel_y_cartón,5.648,recyclable
ABRIL,5,19,VICÁLVARO,2022,papel_y_cartón,1.412,recyclable
ABRIL,6,11,CARABANCHEL,2022,papel_y_cartón,31.016,recyclable
ABRIL,6,12,USERA,2022,papel_y_cartón,19.385,recyclable
ABRIL,6,17,VILLAVERDE,2022,papel_y_cartón,27.139,recyclable
MAYO,1,1,CENTRO ,2022,papel_y_cartón,8.94,recyclable
MAYO,1,6,TETUÁN,2022,papel_y_cartón,3.48,recyclable
MAYO,1,7,CHAMBERÍ,2022,papel_y_cartón,4.3,recyclable
MAYO,2,2,ARGANZUELA,2022,papel_y_cartón,5.16,recyclable
MAYO,2,3,RETIRO,2022,papel_y_cartón,1.38,recyclable
MAYO,2,4,SALAMANCA,2022,papel_y_cartón,3.72,recyclable
MAYO,2,5,CHAMARTÍN,2022,papel_y_cartón,0.0,recyclable
MAYO,3,8,FUENCARRAL,2022,papel_y_cartón,26.8,recyclable
MAYO,3,9,MONCLOA,2022,papel_y_cartón,15.9,recyclable
MAYO,3,10,LATINA,2022,papel_y_cartón,12.84,recyclable
MAYO,4,15,CIUDAD LINEAL,2022,papel_y_cartón,28.642,recyclable
MAYO,4,16,HORTALEZA,2022,papel_y_cartón,38.556,recyclable
MAYO,4,20,SAN BLAS,2022,papel_y_cartón,26.438,recyclable
MAYO,4,21,BARAJAS,2022,papel_y_cartón,16.524,recyclable
MAYO,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,4.662,recyclable
MAYO,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,1.998,recyclable
MAYO,5,14,MORATALAZ,2022,papel_y_cartón,5.328,recyclable
MAYO,5,19,VICÁLVARO,2022,papel_y_cartón,1.332,recyclable
MAYO,6,11,CARABANCHEL,2022,papel_y_cartón,32.347,recyclable
MAYO,6,12,USERA,2022,papel_y_cartón,21.789,recyclable
MAYO,6,17,VILLAVERDE,2022,papel_y_cartón,28.304,recyclable
JUNIO,1,1,CENTRO ,2022,papel_y_cartón,13.6,recyclable
JUNIO,1,6,TETUÁN,2022,papel_y_cartón,6.82,recyclable
JUNIO,1,7,CHAMBERÍ,2022,papel_y_cartón,3.18,recyclable
JUNIO,2,2,ARGANZUELA,2022,papel_y_cartón,3.24,recyclable
JUNIO,2,3,RETIRO,2022,papel_y_cartón,4.26,recyclable
JUNIO,2,4,SALAMANCA,2022,papel_y_cartón,1.68,recyclable
JUNIO,2,5,CHAMARTÍN,2022,papel_y_cartón,9.78,recyclable
JUNIO,3,8,FUENCARRAL,2022,papel_y_cartón,30.88,recyclable
JUNIO,3,9,MONCLOA,2022,papel_y_cartón,12.68,recyclable
JUNIO,3,10,LATINA,2022,papel_y_cartón,16.88,recyclable
JUNIO,4,15,CIUDAD LINEAL,2022,papel_y_cartón,26.74,recyclable
JUNIO,4,16,HORTALEZA,2022,papel_y_cartón,38.99,recyclable
JUNIO,4,20,SAN BLAS,2022,papel_y_cartón,28.96,recyclable
JUNIO,4,21,BARAJAS,2022,papel_y_cartón,16.71,recyclable
JUNIO,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,4.557,recyclable
JUNIO,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,1.953,recyclable
JUNIO,5,14,MORATALAZ,2022,papel_y_cartón,5.208,recyclable
JUNIO,5,19,VICÁLVARO,2022,papel_y_cartón,1.302,recyclable
JUNIO,6,11,CARABANCHEL,2022,papel_y_cartón,31.024,recyclable
JUNIO,6,12,USERA,2022,papel_y_cartón,19.39,recyclable
JUNIO,6,17,VILLAVERDE,2022,papel_y_cartón,27.146,recyclable
JULIO,1,1,CENTRO ,2022,papel_y_cartón,3.12,recyclable
JULIO,1,6,TETUÁN,2022,papel_y_cartón,7.76,recyclable
JULIO,1,7,CHAMBERÍ,2022,papel_y_cartón,4.26,recyclable
JULIO,2,2,ARGANZUELA,2022,papel_y_cartón,960.0,recyclable
JULIO,2,3,RETIRO,2022,papel_y_cartón,24.32,recyclable
JULIO,2,4,SALAMANCA,2022,papel_y_cartón,6.26,recyclable
JULIO,2,5,CHAMARTÍN,2022,papel_y_cartón,21.08,recyclable
JULIO,3,8,FUENCARRAL,2022,papel_y_cartón,21.88,recyclable
JULIO,3,9,MONCLOA,2022,papel_y_cartón,18.32,recyclable
JULIO,3,10,LATINA,2022,papel_y_cartón,10.94,recyclable
JULIO,4,15,CIUDAD LINEAL,2022,papel_y_cartón,19.483,recyclable
JULIO,4,16,HORTALEZA,2022,papel_y_cartón,21.648,recyclable
JULIO,4,20,SAN BLAS,2022,papel_y_cartón,16.597,recyclable
JULIO,4,21,BARAJAS,2022,papel_y_cartón,14.432,recyclable
JULIO,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,13.428,recyclable
JULIO,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,5.052,recyclable
JULIO,5,14,MORATALAZ,2022,papel_y_cartón,13.472,recyclable
JULIO,5,19,VICÁLVARO,2022,papel_y_cartón,3.368,recyclable
JULIO,6,11,CARABANCHEL,2022,papel_y_cartón,29.376,recyclable
JULIO,6,12,USERA,2022,papel_y_cartón,18.36,recyclable
JULIO,6,17,VILLAVERDE,2022,papel_y_cartón,25.704,recyclable
AGOSTO,1,1,CENTRO ,2022,papel_y_cartón,9.54,recyclable
AGOSTO,1,6,TETUÁN,2022,papel_y_cartón,6.76,recyclable
AGOSTO,1,7,CHAMBERÍ,2022,papel_y_cartón,7.74,recyclable
AGOSTO,2,2,ARGANZUELA,2022,papel_y_cartón,3.4,recyclable
AGOSTO,2,3,RETIRO,2022,papel_y_cartón,19.56,recyclable
AGOSTO,2,4,SALAMANCA,2022,papel_y_cartón,1.56,recyclable
AGOSTO,2,5,CHAMARTÍN,2022,papel_y_cartón,12.5,recyclable
AGOSTO,3,8,FUENCARRAL,2022,papel_y_cartón,18.84,recyclable
AGOSTO,3,9,MONCLOA,2022,papel_y_cartón,9.42,recyclable
AGOSTO,3,10,LATINA,2022,papel_y_cartón,15.56,recyclable
AGOSTO,4,15,CIUDAD LINEAL,2022,papel_y_cartón,18.005,recyclable
AGOSTO,4,16,HORTALEZA,2022,papel_y_cartón,26.257,recyclable
AGOSTO,4,20,SAN BLAS,2022,papel_y_cartón,19.505,recyclable
AGOSTO,4,21,BARAJAS,2022,papel_y_cartón,11.253,recyclable
AGOSTO,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,15.449,recyclable
AGOSTO,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,6.621,recyclable
AGOSTO,5,14,MORATALAZ,2022,papel_y_cartón,17.656,recyclable
AGOSTO,5,19,VICÁLVARO,2022,papel_y_cartón,4.414,recyclable
AGOSTO,6,11,CARABANCHEL,2022,papel_y_cartón,25.816,recyclable
AGOSTO,6,12,USERA,2022,papel_y_cartón,16.135,recyclable
AGOSTO,6,17,VILLAVERDE,2022,papel_y_cartón,22.589,recyclable
SEPTIEMBRE,1,1,CENTRO ,2022,papel_y_cartón,17.12,recyclable
SEPTIEMBRE,1,6,TETUÁN,2022,papel_y_cartón,9.0,recyclable
SEPTIEMBRE,1,7,CHAMBERÍ,2022,papel_y_cartón,17.58,recyclable
SEPTIEMBRE,2,2,ARGANZUELA,2022,papel_y_cartón,4.48,recyclable
SEPTIEMBRE,2,3,RETIRO,2022,papel_y_cartón,32.34,recyclable
SEPTIEMBRE,2,4,SALAMANCA,2022,papel_y_cartón,4.82,recyclable
SEPTIEMBRE,2,5,CHAMARTÍN,2022,papel_y_cartón,11.34,recyclable
SEPTIEMBRE,3,8,FUENCARRAL,2022,papel_y_cartón,26.9,recyclable
SEPTIEMBRE,3,9,MONCLOA,2022,papel_y_cartón,17.88,recyclable
SEPTIEMBRE,3,10,LATINA,2022,papel_y_cartón,11.69,recyclable
SEPTIEMBRE,4,15,CIUDAD LINEAL,2022,papel_y_cartón,23.842,recyclable
SEPTIEMBRE,4,16,HORTALEZA,2022,papel_y_cartón,34.769,recyclable
SEPTIEMBRE,4,20,SAN BLAS,2022,papel_y_cartón,25.828,recyclable
SEPTIEMBRE,4,21,BARAJAS,2022,papel_y_cartón,14.901,recyclable
SEPTIEMBRE,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,23.251,recyclable
SEPTIEMBRE,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,9.965,recyclable
SEPTIEMBRE,5,14,MORATALAZ,2022,papel_y_cartón,26.572,recyclable
SEPTIEMBRE,5,19,VICÁLVARO,2022,papel_y_cartón,6.643,recyclable
SEPTIEMBRE,6,11,CARABANCHEL,2022,papel_y_cartón,30.888,recyclable
SEPTIEMBRE,6,12,USERA,2022,papel_y_cartón,19.328,recyclable
SEPTIEMBRE,6,17,VILLAVERDE,2022,papel_y_cartón,27.034,recyclable
OCTUBRE,1,1,CENTRO ,2022,papel_y_cartón,16.62,recyclable
OCTUBRE,1,6,TETUÁN,2022,papel_y_cartón,6.88,recyclable
OCTUBRE,1,7,CHAMBERÍ,2022,papel_y_cartón,8.28,recyclable
OCTUBRE,2,2,ARGANZUELA,2022,papel_y_cartón,5.96,recyclable
OCTUBRE,2,3,RETIRO,2022,papel_y_cartón,26.68,recyclable
OCTUBRE,2,4,SALAMANCA,2022,papel_y_cartón,3.32,recyclable
OCTUBRE,2,5,CHAMARTÍN,2022,papel_y_cartón,15.64,recyclable
OCTUBRE,3,8,FUENCARRAL,2022,papel_y_cartón,26.4,recyclable
OCTUBRE,3,9,MONCLOA,2022,papel_y_cartón,12.44,recyclable
OCTUBRE,3,10,LATINA,2022,papel_y_cartón,13.14,recyclable
OCTUBRE,4,15,CIUDAD LINEAL,2022,papel_y_cartón,22.824,recyclable
OCTUBRE,4,16,HORTALEZA,2022,papel_y_cartón,33.285,recyclable
OCTUBRE,4,20,SAN BLAS,2022,papel_y_cartón,24.726,recyclable
OCTUBRE,4,21,BARAJAS,2022,papel_y_cartón,14.265,recyclable
OCTUBRE,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,21.221,recyclable
OCTUBRE,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,9.095,recyclable
OCTUBRE,5,14,MORATALAZ,2022,papel_y_cartón,24.525,recyclable
OCTUBRE,5,19,VICÁLVARO,2022,papel_y_cartón,6.063,recyclable
OCTUBRE,6,11,CARABANCHEL,2022,papel_y_cartón,19.945,recyclable
OCTUBRE,6,12,USERA,2022,papel_y_cartón,31.912,recyclable
OCTUBRE,6,17,VILLAVERDE,2022,papel_y_cartón,27.923,recyclable
NOVIEMBRE,1,1,CENTRO ,2022,papel_y_cartón,14.32,recyclable
NOVIEMBRE,1,6,TETUÁN,2022,papel_y_cartón,3.84,recyclable
NOVIEMBRE,1,7,CHAMBERÍ,2022,papel_y_cartón,7.98,recyclable
NOVIEMBRE,2,2,ARGANZUELA,2022,papel_y_cartón,2.32,recyclable
NOVIEMBRE,2,3,RETIRO,2022,papel_y_cartón,26.74,recyclable
NOVIEMBRE,2,4,SALAMANCA,2022,papel_y_cartón,0.0,recyclable
NOVIEMBRE,2,5,CHAMARTÍN,2022,papel_y_cartón,6.98,recyclable
NOVIEMBRE,3,8,FUENCARRAL,2022,papel_y_cartón,20.92,recyclable
NOVIEMBRE,3,9,MONCLOA,2022,papel_y_cartón,12.4,recyclable
NOVIEMBRE,3,10,LATINA,2022,papel_y_cartón,11.38,recyclable
NOVIEMBRE,4,15,CIUDAD LINEAL,2022,papel_y_cartón,14.698,recyclable
NOVIEMBRE,4,16,HORTALEZA,2022,papel_y_cartón,21.434,recyclable
NOVIEMBRE,4,20,SAN BLAS,2022,papel_y_cartón,15.922,recyclable
NOVIEMBRE,4,21,BARAJAS,2022,papel_y_cartón,9.186,recyclable
NOVIEMBRE,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,21.392,recyclable
NOVIEMBRE,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,9.168,recyclable
NOVIEMBRE,5,14,MORATALAZ,2022,papel_y_cartón,24.448,recyclable
NOVIEMBRE,5,19,VICÁLVARO,2022,papel_y_cartón,6.112,recyclable
NOVIEMBRE,6,11,CARABANCHEL,2022,papel_y_cartón,19.945,recyclable
NOVIEMBRE,6,12,USERA,2022,papel_y_cartón,31.912,recyclable
NOVIEMBRE,6,17,VILLAVERDE,2022,papel_y_cartón,27.923,recyclable
DICIEMBRE,1,1,CENTRO ,2022,papel_y_cartón,17.54,recyclable
DICIEMBRE,1,6,TETUÁN,2022,papel_y_cartón,5.88,recyclable
DICIEMBRE,1,7,CHAMBERÍ,2022,papel_y_cartón,3.762,recyclable
DICIEMBRE,2,2,ARGANZUELA,2022,papel_y_cartón,4.92,recyclable
DICIEMBRE,2,3,RETIRO,2022,papel_y_cartón,16.7,recyclable
DICIEMBRE,2,4,SALAMANCA,2022,papel_y_cartón,0.0,recyclable
DICIEMBRE,2,5,CHAMARTÍN,2022,papel_y_cartón,0.0,recyclable
DICIEMBRE,3,8,FUENCARRAL,2022,papel_y_cartón,32.7,recyclable
DICIEMBRE,3,9,MONCLOA,2022,papel_y_cartón,15.4,recyclable
DICIEMBRE,3,10,LATINA,2022,papel_y_cartón,9.82,recyclable
DICIEMBRE,4,15,CIUDAD LINEAL,2022,papel_y_cartón,11.822,recyclable
DICIEMBRE,4,16,HORTALEZA,2022,papel_y_cartón,17.241,recyclable
DICIEMBRE,4,20,SAN BLAS,2022,papel_y_cartón,12.808,recyclable
DICIEMBRE,4,21,BARAJAS,2022,papel_y_cartón,7.389,recyclable
DICIEMBRE,5,13,PUENTE DE VALLECAS ,2022,papel_y_cartón,26.704,recyclable
DICIEMBRE,5,18,VILLA DE VALLECAS ,2022,papel_y_cartón,11.445,recyclable
DICIEMBRE,5,14,MORATALAZ,2022,papel_y_cartón,30.519,recyclable
DICIEMBRE,5,19,VICÁLVARO,2022,papel_y_cartón,7.63,recyclable
DICIEMBRE,6,11,CARABANCHEL,2022,papel_y_cartón,31.517,recyclable
DICIEMBRE,6,12,USERA,2022,papel_y_cartón,18.624,recyclable
DICIEMBRE,6,17,VILLAVERDE,2022,papel_y_cartón,21.489,recyclable
ENERO,1,1,CENTRO ,2023,papel_y_cartón,17.42,recyclable
ENERO,1,6,TETUÁN,2023,papel_y_cartón,3.62,recyclable
ENERO,1,7,CHAMBERÍ,2023,papel_y_cartón,1.66,recyclable
ENERO,2,2,ARGANZUELA,2023,papel_y_cartón,1.16,recyclable
ENERO,2,3,RETIRO,2023,papel_y_cartón,14.06,recyclable
ENERO,2,4,SALAMANCA,2023,papel_y_cartón,2.1,recyclable
ENERO,2,5,CHAMARTÍN,2023,papel_y_cartón,0.0,recyclable
ENERO,3,8,FUENCARRAL,2023,papel_y_cartón,27.8,recyclable
ENERO,3,9,MONCLOA,2023,papel_y_cartón,11.76,recyclable
ENERO,3,10,LATINA,2023,papel_y_cartón,6.54,recyclable
ENERO,4,15,CIUDAD LINEAL,2023,papel_y_cartón,23.04,recyclable
ENERO,4,16,HORTALEZA,2023,papel_y_cartón,36.864,recyclable
ENERO,4,20,SAN BLAS,2023,papel_y_cartón,18.432,recyclable
ENERO,4,21,BARAJAS,2023,papel_y_cartón,13.824,recyclable
ENERO,5,13,PUENTE DE VALLECAS,2023,papel_y_cartón,25.115,recyclable
ENERO,5,18,VILLA DE VALLECAS,2023,papel_y_cartón,18.06,recyclable
ENERO,5,14,MORATALAZ,2023,papel_y_cartón,8.611,recyclable
ENERO,5,19,VICÁLVARO,2023,papel_y_cartón,5.974,recyclable
ENERO,6,11,CARABANCHEL,2023,papel_y_cartón,30.457,recyclable
ENERO,6,12,USERA,2023,papel_y_cartón,17.997,recyclable
ENERO,6,17,VILLAVERDE,2023,papel_y_cartón,20.766,recyclable
FEBRERO,1,1,CENTRO ,2023,papel_y_cartón,15.84,recyclable
FEBRERO,1,6,TETUÁN,2023,papel_y_cartón,3.0,recyclable
FEBRERO,1,7,CHAMBERÍ,2023,papel_y_cartón,2.86,recyclable
FEBRERO,2,2,ARGANZUELA,2023,papel_y_cartón,4.62,recyclable
FEBRERO,2,3,RETIRO,2023,papel_y_cartón,11.12,recyclable
FEBRERO,2,4,SALAMANCA,2023,papel_y_cartón,7.18,recyclable
FEBRERO,2,5,CHAMARTÍN,2023,papel_y_cartón,0.0,recyclable
FEBRERO,3,8,FUENCARRAL,2023,papel_y_cartón,20.28,recyclable
FEBRERO,3,9,MONCLOA,2023,papel_y_cartón,11.12,recyclable
FEBRERO,3,10,LATINA,2023,papel_y_cartón,9.66,recyclable
FEBRERO,4,15,CIUDAD LINEAL,2023,papel_y_cartón,21.789,recyclable
FEBRERO,4,16,HORTALEZA,2023,papel_y_cartón,25.421,recyclable
FEBRERO,4,20,SAN BLAS,2023,papel_y_cartón,14.526,recyclable
FEBRERO,4,21,BARAJAS,2023,papel_y_cartón,10.895,recyclable
FEBRERO,5,13,PUENTE DE VALLECAS ,2023,papel_y_cartón,24.845,recyclable
FEBRERO,5,18,VILLA DE VALLECAS ,2023,papel_y_cartón,17.68,recyclable
FEBRERO,5,14,MORATALAZ,2023,papel_y_cartón,8.505,recyclable
FEBRERO,5,19,VICÁLVARO,2023,papel_y_cartón,5.67,recyclable
FEBRERO,6,11,CARABANCHEL,2023,papel_y_cartón,30.712,recyclable
FEBRERO,6,12,USERA,2023,papel_y_cartón,18.148,recyclable
FEBRERO,6,17,VILLAVERDE,2023,papel_y_cartón,20.94,recyclable
MARZO,1,1,CENTRO ,2023,papel_y_cartón,15.3,recyclable
MARZO,1,6,TETUÁN,2023,papel_y_cartón,5.14,recyclable
MARZO,1,7,CHAMBERÍ,2023,papel_y_cartón,3.36,recyclable
MARZO,2,2,ARGANZUELA,2023,papel_y_cartón,3.72,recyclable
MARZO,2,3,RETIRO,2023,papel_y_cartón,22.04,recyclable
MARZO,2,4,SALAMANCA,2023,papel_y_cartón,5.54,recyclable
MARZO,2,5,CHAMARTÍN,2023,papel_y_cartón,0.0,recyclable
MARZO,3,8,FUENCARRAL,2023,papel_y_cartón,20.92,recyclable
MARZO,3,9,MONCLOA,2023,papel_y_cartón,12.2,recyclable
MARZO,3,10,LATINA,2023,papel_y_cartón,11.12,recyclable
MARZO,4,15,CIUDAD LINEAL,2023,papel_y_cartón,24.45,recyclable
MARZO,4,16,HORTALEZA,2023,papel_y_cartón,28.525,recyclable
MARZO,4,20,SAN BLAS,2023,papel_y_cartón,20.375,recyclable
MARZO,4,21,BARAJAS,2023,papel_y_cartón,8.15,recyclable
MARZO,5,13,PUENTE DE VALLECAS ,2023,papel_y_cartón,33.45,recyclable
MARZO,5,18,VILLA DE VALLECAS ,2023,papel_y_cartón,16.8,recyclable
MARZO,5,14,MORATALAZ,2023,papel_y_cartón,10.05,recyclable
MARZO,5,19,VICÁLVARO,2023,papel_y_cartón,6.7,recyclable
MARZO,6,11,CARABANCHEL,2023,papel_y_cartón,36.696,recyclable
MARZO,6,12,USERA,2023,papel_y_cartón,21.684,recyclable
MARZO,6,17,VILLAVERDE,2023,papel_y_cartón,25.02,recyclable
ABRIL,1,1,CENTRO ,2023,papel_y_cartón,13.46,recyclable
ABRIL,1,6,TETUÁN,2023,papel_y_cartón,8.54,recyclable
ABRIL,1,7,CHAMBERÍ,2023,papel_y_cartón,2.14,recyclable
ABRIL,2,2,ARGANZUELA,2023,papel_y_cartón,2.32,recyclable
ABRIL,2,3,RETIRO,2023,papel_y_cartón,14.1,recyclable
ABRIL,2,4,SALAMANCA,2023,papel_y_cartón,2.96,recyclable
ABRIL,2,5,CHAMARTÍN,2023,papel_y_cartón,0.0,recyclable
ABRIL,3,8,FUENCARRAL,2023,papel_y_cartón,18.88,recyclable
ABRIL,3,9,MONCLOA,2023,papel_y_cartón,9.88,recyclable
ABRIL,3,10,LATINA,2023,papel_y_cartón,8.7,recyclable
ABRIL,4,15,CIUDAD LINEAL,2023,papel_y_cartón,27.426,recyclable
ABRIL,4,16,HORTALEZA,2023,papel_y_cartón,31.997,recyclable
ABRIL,4,20,SAN BLAS,2023,papel_y_cartón,22.855,recyclable
ABRIL,4,21,BARAJAS,2023,papel_y_cartón,9.142,recyclable
ABRIL,5,13,PUENTE DE VALLECAS ,2023,papel_y_cartón,30.65,recyclable
ABRIL,5,18,VILLA DE VALLECAS ,2023,papel_y_cartón,15.699,recyclable
ABRIL,5,14,MORATALAZ,2023,papel_y_cartón,9.454,recyclable
ABRIL,5,19,VICÁLVARO,2023,papel_y_cartón,6.405,recyclable
ABRIL,6,11,CARABANCHEL,2023,papel_y_cartón,30.382,recyclable
ABRIL,6,12,USERA,2023,papel_y_cartón,17.953,recyclable
ABRIL,6,17,VILLAVERDE,2023,papel_y_cartón,20.715,recyclable
MAYO,1,1,CENTRO ,2023,papel_y_cartón,12.56,recyclable
MAYO,1,6,TETUÁN,2023,papel_y_cartón,7.22,recyclable
MAYO,1,7,CHAMBERÍ,2023,papel_y_cartón,4.16,recyclable
MAYO,2,2,ARGANZUELA,2023,papel_y_cartón,3.82,recyclable
MAYO,2,3,RETIRO,2023,papel_y_cartón,15.06,recyclable
MAYO,2,4,SALAMANCA,2023,papel_y_cartón,0.0,recyclable
MAYO,2,5,CHAMARTÍN,2023,papel_y_cartón,0.0,recyclable
MAYO,3,8,FUENCARRAL,2023,papel_y_cartón,20.82,recyclable
MAYO,3,9,MONCLOA,2023,papel_y_cartón,10.52,recyclable
MAYO,3,10,LATINA,2023,papel_y_cartón,8.68,recyclable
MAYO,4,15,CIUDAD LINEAL,2023,papel_y_cartón,27.99,recyclable
MAYO,4,16,HORTALEZA,2023,papel_y_cartón,32.655,recyclable
MAYO,4,20,SAN BLAS,2023,papel_y_cartón,23.325,recyclable
MAYO,4,21,BARAJAS,2023,papel_y_cartón,9.33,recyclable
MAYO,5,13,PUENTE DE VALLECAS ,2023,papel_y_cartón,32.978,recyclable
MAYO,5,18,VILLA DE VALLECAS ,2023,papel_y_cartón,17.332,recyclable
MAYO,5,14,MORATALAZ,2023,papel_y_cartón,10.062,recyclable
MAYO,5,19,VICÁLVARO,2023,papel_y_cartón,6.708,recyclable
MAYO,6,11,CARABANCHEL,2023,papel_y_cartón,29.027,recyclable
MAYO,6,12,USERA,2023,papel_y_cartón,17.259,recyclable
MAYO,6,17,VILLAVERDE,2023,papel_y_cartón,19.914,recyclable
JUNIO,1,1,CENTRO ,2023,papel_y_cartón,15.26,recyclable
JUNIO,1,6,TETUÁN,2023,papel_y_cartón,6.4,recyclable
JUNIO,1,7,CHAMBERÍ,2023,papel_y_cartón,3.86,recyclable
JUNIO,2,2,ARGANZUELA,2023,papel_y_cartón,3.82,recyclable
JUNIO,2,3,RETIRO,2023,papel_y_cartón,7.16,recyclable
JUNIO,2,4,SALAMANCA,2023,papel_y_cartón,0.0,recyclable
JUNIO,2,5,CHAMARTÍN,2023,papel_y_cartón,9.78,recyclable
JUNIO,3,8,FUENCARRAL,2023,papel_y_cartón,15.04,recyclable
JUNIO,3,9,MONCLOA,2023,papel_y_cartón,12.54,recyclable
JUNIO,3,10,LATINA,2023,papel_y_cartón,11.98,recyclable
JUNIO,4,15,CIUDAD LINEAL,2023,papel_y_cartón,24.69,recyclable
JUNIO,4,16,HORTALEZA,2023,papel_y_cartón,28.805,recyclable
JUNIO,4,20,SAN BLAS,2023,papel_y_cartón,20.575,recyclable
JUNIO,4,21,BARAJAS,2023,papel_y_cartón,8.23,recyclable
JUNIO,5,13,PUENTE DE VALLECAS ,2023,papel_y_cartón,31.101,recyclable
JUNIO,5,18,VILLA DE VALLECAS ,2023,papel_y_cartón,13.044,recyclable
JUNIO,5,14,MORATALAZ,2023,papel_y_cartón,8.829,recyclable
JUNIO,5,19,VICÁLVARO,2023,papel_y_cartón,5.886,recyclable
JUNIO,6,11,CARABANCHEL,2023,papel_y_cartón,26.52,recyclable
JUNIO,6,12,USERA,2023,papel_y_cartón,23.66,recyclable
JUNIO,6,17,VILLAVERDE,2023,papel_y_cartón,23.48,recyclable
JULIO,1,1,CENTRO ,2023,papel_y_cartón,11.78,recyclable
JULIO,1,6,TETUÁN,2023,papel_y_cartón,3.68,recyclable
JULIO,1,7,CHAMBERÍ,2023,papel_y_cartón,810.0,recyclable
JULIO,2,2,ARGANZUELA,2023,papel_y_cartón,3.98,recyclable
JULIO,2,3,RETIRO,2023,papel_y_cartón,0.0,recyclable
JULIO,2,4,SALAMANCA,2023,papel_y_cartón,0.0,recyclable
