mes,lote,cod_distrito,distrito,muebles_010,muebles_recog._programada,muebles_recog._en_calle,total_kg_recogida_de_muebles,residuos_varios_viapublica_resto,orgánica_hojas_y_ramas,envases,papel_y_cartón,varios_residuos_de_construcción_y_demolición,kg_recogida_residuos_viarios,nº_servicios_barrido_manual,nº_servicios_barrido_mantenimiento,nº_servicios_barrido_mecánico,nº_servicios_barrido_mixto,nº_servicios_baldeo_mecánico,nº_servicios_baldeo_mixto,nº_servicios_hidrolimpiador_manchas,nº_servicios_eliminación_grafitis,m2_eliminación_grafitis,ud_reposición_bolsas_caninas,año,mes_año
JUNIO,1,6,TETUÁN,23.14,34.7,57.84,115.68,381.04,0.0,220.0,6.4,0.0,387.66,584.0,300.0,106.0,104.0,0.0,428.0,60.0,164.0,524.0,485.2,2023,JUNIO_2023
JUNIO,1,7,CHAMBERÍ,51.89,3.45,5.66,61.0,305.74,0.0,260.0,3.86,3.88,313.74,482.0,235.0,36.0,86.0,0.0,439.0,60.0,262.0,761.0,416.7,2023,JUNIO_2023
JUNIO,2,2,ARGANZUELA,2.42,9.46,33.89,45.77,148.78,0.0,0.0,3.82,101.53,254.13,794.0,241.0,22.0,67.0,0.0,309.0,44.0,259.0,3.67,419.8,2023,JUNIO_2023
JUNIO,2,3,RETIRO,32.568,16.284,5.428,54.28,132.78,0.0,960.0,7.16,97.9,238.8,521.0,301.0,31.0,49.0,0.0,240.0,51.0,223.0,796.0,370.1,2023,JUNIO_2023
JUNIO,2,4,SALAMANCA,15.635,7.48,11.325,34.44,146.64,0.0,240.0,0.0,264.44,411.32,646.0,436.0,6.0,53.0,0.0,340.0,51.0,90.0,339.0,417.4,2023,JUNIO_2023
JUNIO,2,5,CHAMARTÍN,22.46,10.52,1.28,34.26,98.84,0.0,120.0,9.78,229.88,338.62,849.0,309.0,0.0,77.0,0.0,483.0,51.0,150.0,1.062,422.9,2023,JUNIO_2023
JUNIO,3,8,FUENCARRAL,61.02,44.44,45.16,150.62,115.08,1.94,0.0,15.04,78.72,210.78,1.431,171.0,82.0,62.0,0.0,564.0,60.0,324.0,3.764,422.1,2023,JUNIO_2023
JUNIO,3,9,MONCLOA,49.76,15.78,15.32,80.86,141.18,9.78,340.0,12.54,63.6,227.44,1.073,231.0,81.0,51.0,1.0,557.0,60.0,291.0,2.906,206.6,2023,JUNIO_2023
JUNIO,3,10,LATINA,189.88,23.3,20.3,233.48,133.78,22.76,1.18,11.98,28.98,198.68,1.186,146.0,29.0,55.0,0.0,426.0,60.0,904.0,9.34,455.0,2023,JUNIO_2023
JUNIO,4,15,CIUDAD LINEAL,42.162,32.472,75.611,150.245,116.946,0.0,126.0,24.69,239.358,381.12,1.062,519.0,4.0,88.0,0.0,566.0,0.0,248.0,3.143,642.3,2023,JUNIO_2023
JUNIO,4,16,HORTALEZA,49.189,37.884,88.212,175.285,136.437,0.0,147.0,28.805,279.251,444.64,1.681,178.0,139.0,132.0,0.0,556.0,150.0,456.0,5.286,639.2,2023,JUNIO_2023
JUNIO,4,20,SAN BLAS,35.135,27.06,63.009,125.204,97.455,0.0,105.0,20.575,199.465,317.6,1.165,348.0,32.0,110.0,0.0,511.0,57.0,311.0,3.281,563.1,2023,JUNIO_2023
JUNIO,4,21,BARAJAS,14.054,10.824,25.204,50.082,38.982,0.0,42.0,8.23,79.786,127.04,564.0,103.0,13.0,44.0,0.0,200.0,0.0,96.0,1.039,428.4,2023,JUNIO_2023
JUNIO,5,13,PUENTE DE VALLECAS ,21.463,7.904,141.16,170.527,78.484,0.0,413.0,31.101,326.514,436.512,1.385,223.0,34.0,102.0,0.0,660.0,35.0,293.0,2.049,671.1,2023,JUNIO_2023
JUNIO,5,18,VILLA DE VALLECAS ,24.53,6.176,164.182,194.888,89.696,0.0,472.0,13.044,116.016,219.228,612.0,64.0,81.0,58.0,0.0,266.0,13.0,204.0,1.686,345.8,2023,JUNIO_2023
JUNIO,5,14,MORATALAZ,9.199,3.816,60.068,73.083,33.636,0.0,177.0,8.829,88.506,131.148,443.0,78.0,8.0,31.0,0.0,210.0,9.0,29.0,350.0,410.1,2023,JUNIO_2023
JUNIO,5,19,VICÁLVARO,6.132,2.544,40.046,48.722,22.424,0.0,118.0,5.886,59.004,87.432,509.0,111.0,21.0,54.0,0.0,263.0,4.0,104.0,826.0,369.0,2023,JUNIO_2023
JUNIO,6,11,CARABANCHEL,7.621,9.557,282.26,299.438,170.342,0.0,44.0,26.52,132.158,329.064,1.448,346.0,44.0,84.0,0.0,558.0,42.0,657.0,4.884,659.6,2023,JUNIO_2023
JUNIO,6,12,USERA,4.503,5.647,166.79,176.94,100.656,0.0,26.0,23.66,78.094,202.436,924.0,278.0,48.0,54.0,0.0,346.0,47.0,178.0,2.262,370.6,2023,JUNIO_2023
JUNIO,6,17,VILLAVERDE,5.196,6.516,192.45,204.162,116.142,0.0,30.0,23.48,90.108,229.76,1.138,359.0,56.0,68.0,0.0,454.0,42.0,261.0,2.997,499.7,2023,JUNIO_2023
JULIO,1,1,CENTRO ,54.47,24.3,5.03,83.8,653.7,0.0,34.46,11.78,1.52,701.46,991.0,1.387,98.0,69.0,0.0,803.0,86.0,737.0,5.809,780.6,2023,JULIO_2023
JULIO,1,6,TETUÁN,20.76,31.13,51.89,103.78,481.5,0.0,240.0,3.68,0.0,485.42,580.0,287.0,108.0,80.0,0.0,430.0,60.0,461.0,2.992,460.9,2023,JULIO_2023
JULIO,1,7,CHAMBERÍ,39.14,3.22,4.98,47.34,228.36,0.0,520.0,810.0,0.0,229.69,505.0,232.0,29.0,74.0,0.0,448.0,61.0,313.0,1.074,393.4,2023,JULIO_2023
JULIO,2,2,ARGANZUELA,4.66,10.94,41.58,57.18,178.74,0.0,0.0,3.98,137.9,320.62,796.0,236.0,18.0,64.0,0.0,312.0,42.0,341.0,2.735,400.1,2023,JULIO_2023
JULIO,2,3,RETIRO,39.14,73.956,24.652,137.748,147.912,0.0,4.24,0.0,0.0,152.152,523.0,287.0,1.0,28.0,0.0,222.0,47.0,73.0,677.0,335.9,2023,JULIO_2023
JULIO,2,4,SALAMANCA,14.71,14.13,2.42,31.26,453.56,0.0,1.92,0.0,8.14,463.62,677.0,443.0,3.0,63.0,0.0,330.0,49.0,245.0,1.122,392.4,2023,JULIO_2023
JULIO,2,5,CHAMARTÍN,38.04,8.96,2.16,49.16,86.0,2.94,5.8,14.7,283.24,392.68,845.0,306.0,2.0,65.0,0.0,477.0,48.0,302.0,2.313,401.4,2023,JULIO_2023
JULIO,3,8,FUENCARRAL,126.26,55.18,40.16,221.6,97.94,0.0,0.0,3.54,57.26,158.74,1.55,147.0,87.0,64.0,0.0,535.0,62.0,199.0,2.128,404.8,2023,JULIO_2023
JULIO,3,9,MONCLOA,100.0,41.26,19.14,160.4,160.64,0.0,1.04,18.04,96.92,276.64,1.179,178.0,83.0,50.0,0.0,540.0,62.0,253.0,1.526,192.9,2023,JULIO_2023
JULIO,3,10,LATINA,33.42,13.66,13.42,60.5,95.62,0.0,2.98,11.3,53.02,162.92,1.249,151.0,28.0,76.0,0.0,420.0,62.0,459.0,8.251,439.1,2023,JULIO_2023
JULIO,4,15,CIUDAD LINEAL,34.248,28.206,76.395,138.849,126.366,0.0,2.7,26.574,215.64,371.28,1.096,460.0,5.0,84.0,0.0,571.0,0.0,394.0,3.307,638.5,2023,JULIO_2023
JULIO,4,16,HORTALEZA,39.956,32.907,89.128,161.991,147.427,0.0,3.15,31.003,251.58,433.16,1.739,160.0,136.0,126.0,0.0,552.0,155.0,98.0,878.0,622.2,2023,JULIO_2023
JULIO,4,20,SAN BLAS,28.54,23.505,63.663,115.708,105.305,0.0,2.25,22.145,179.7,309.4,1.223,299.0,30.0,105.0,0.0,510.0,61.0,33.0,320.0,557.6,2023,JULIO_2023
JULIO,4,21,BARAJAS,11.416,9.402,25.465,46.283,42.122,0.0,900.0,8.858,71.88,123.76,593.0,82.0,14.0,42.0,0.0,197.0,0.0,40.0,121.0,419.3,2023,JULIO_2023
JULIO,5,13,PUENTE DE VALLECAS ,26.366,4.543,126.962,157.871,496.619,0.0,0.0,16.142,32.824,545.585,1.382,224.0,50.0,118.0,0.0,637.0,34.0,619.0,6.991,661.9,2023,JULIO_2023
JULIO,5,18,VILLA DE VALLECAS ,22.632,5.192,70.1,97.924,233.499,0.0,0.0,10.948,28.721,273.168,617.0,67.0,97.0,50.0,0.0,261.0,12.0,133.0,1.03,336.7,2023,JULIO_2023
JULIO,5,14,MORATALAZ,9.8,1.947,39.412,51.159,146.023,0.0,0.0,5.418,12.309,163.75,552.0,82.0,14.0,19.0,0.0,210.0,9.0,157.0,1.61,401.1,2023,JULIO_2023
JULIO,5,19,VICÁLVARO,6.533,1.298,26.275,34.106,97.35,0.0,0.0,3.612,8.206,109.168,516.0,118.0,26.0,40.0,0.0,270.0,5.0,89.0,696.0,356.4,2023,JULIO_2023
JULIO,6,11,CARABANCHEL,11.48,8.91,270.675,291.065,147.613,0.0,50.0,29.058,115.143,291.864,1.5,361.0,44.0,110.0,0.0,561.0,31.0,497.0,4.553,640.5,2023,JULIO_2023
JULIO,6,12,USERA,4.2,3.81,236.841,244.851,137.272,0.0,32.0,17.17,90.903,245.377,985.0,289.0,47.0,46.0,0.0,361.0,31.0,238.0,1.408,359.6,2023,JULIO_2023
JULIO,6,17,VILLAVERDE,5.41,5.1,169.172,179.682,108.295,0.0,38.0,19.812,96.963,225.108,1.184,372.0,57.0,77.0,0.0,457.0,31.0,123.0,1.42,481.1,2023,JULIO_2023
AGOSTO,1,1,CENTRO ,38.245,17.065,3.53,58.84,606.54,,5.8,13.34,13.7,639.38,954.0,1.177,103.0,55.0,0.0,788.0,84.0,718.0,3.995,693.3,2023,AGOSTO_2023
AGOSTO,1,6,TETUÁN,15.67,23.35,38.92,77.94,309.2,0.0,220.0,3.54,0.0,312.96,604.0,246.0,118.0,78.0,0.0,435.0,62.0,122.0,578.0,409.0,2023,AGOSTO_2023
AGOSTO,1,7,CHAMBERÍ,40.21,3.5,2.73,46.44,206.3,0.0,200.0,720.0,0.0,207.22,497.0,199.0,60.0,62.0,0.0,449.0,62.0,207.0,872.0,349.6,2023,AGOSTO_2023
AGOSTO,2,2,ARGANZUELA,1.16,7.66,49.44,58.26,258.28,31.06,0.0,1.82,6.1,297.26,839.0,166.0,12.0,54.0,2.0,298.0,44.0,166.0,1.486,355.4,2023,AGOSTO_2023
AGOSTO,2,3,RETIRO,25.416,12.708,4.236,42.36,189.04,0.0,0.0,0.0,0.0,189.04,522.0,234.0,8.0,44.0,2.0,244.0,52.0,149.0,1.06,298.6,2023,AGOSTO_2023
AGOSTO,2,4,SALAMANCA,11.34,4.365,3.335,19.04,378.02,0.0,140.0,0.0,0.0,378.16,664.0,366.0,9.0,31.0,0.0,340.0,52.0,57.0,692.0,348.7,2023,AGOSTO_2023
AGOSTO,2,5,CHAMARTÍN,9.76,4.28,1.36,15.4,92.26,3.06,320.0,11.66,191.44,298.74,899.0,255.0,1.0,69.0,0.0,493.0,52.0,92.0,386.0,356.1,2023,AGOSTO_2023
AGOSTO,3,8,FUENCARRAL,115.69,45.34,71.78,232.81,97.02,10.72,0.0,6.26,50.98,164.98,1.493,142.0,85.0,62.0,0.0,574.0,62.0,354.0,4.117,359.7,2023,AGOSTO_2023
AGOSTO,3,9,MONCLOA,51.54,22.5,71.04,145.08,149.48,1.92,660.0,14.36,87.88,254.3,1.167,170.0,83.0,48.0,0.0,567.0,62.0,225.0,2.571,171.9,2023,AGOSTO_2023
AGOSTO,3,10,LATINA,18.82,13.1,35.31,67.23,106.8,33.1,580.0,12.54,12.52,165.54,1.222,146.0,31.0,52.0,0.0,440.0,62.0,646.0,7.627,390.7,2023,AGOSTO_2023
AGOSTO,4,15,CIUDAD LINEAL,35.79,22.136,72.29,130.216,152.442,0.0,40.0,22.062,137.604,312.148,1.103,388.0,4.0,97.0,0.0,555.0,0.0,374.0,2.52,567.3,2023,AGOSTO_2023
AGOSTO,4,16,HORTALEZA,41.755,26.492,81.672,149.919,177.849,0.0,50.0,25.739,160.538,364.176,1.74,127.0,136.0,134.0,0.0,553.0,153.0,283.0,3.672,552.7,2023,AGOSTO_2023
AGOSTO,4,20,SAN BLAS,29.825,22.189,60.72,112.734,127.035,0.0,35.0,18.385,114.67,260.125,1.214,273.0,30.0,113.0,0.0,495.0,61.0,330.0,3.665,495.2,2023,AGOSTO_2023
AGOSTO,4,21,BARAJAS,11.93,9.875,21.62,43.425,50.814,0.0,15.0,7.354,45.868,104.051,577.0,78.0,13.0,44.0,0.0,203.0,0.0,76.0,1.028,372.4,2023,AGOSTO_2023
AGOSTO,5,13,PUENTE DE VALLECAS ,21.323,8.328,185.271,214.922,324.636,0.0,467.0,17.759,79.856,422.718,1.411,198.0,46.0,115.0,0.0,659.0,36.0,241.0,2.608,587.6,2023,AGOSTO_2023
AGOSTO,5,18,VILLA DE VALLECAS ,13.655,5.232,104.596,123.482,127.17,0.0,373.0,12.796,67.249,207.588,643.0,57.0,100.0,60.0,0.0,268.0,13.0,197.0,1.928,299.1,2023,AGOSTO_2023
AGOSTO,5,14,MORATALAZ,6.996,2.712,57.973,67.681,90.961,0.0,168.0,6.111,28.821,126.061,465.0,70.0,19.0,20.0,0.0,207.0,8.0,17.0,95.0,356.3,2023,AGOSTO_2023
AGOSTO,5,19,VICÁLVARO,4.664,1.808,38.649,45.121,60.641,0.0,112.0,4.074,19.214,84.041,528.0,101.0,34.0,53.0,0.0,267.0,5.0,85.0,1.033,316.6,2023,AGOSTO_2023
AGOSTO,6,11,CARABANCHEL,9.161,2.367,261.853,273.381,163.434,0.0,70.0,22.717,75.266,261.487,1.505,301.0,45.0,78.0,0.0,552.0,31.0,654.0,5.602,568.1,2023,AGOSTO_2023
AGOSTO,6,12,USERA,5.413,1.399,154.731,161.543,96.574,0.0,42.0,13.424,44.476,154.516,977.0,241.0,50.0,52.0,0.0,350.0,31.0,183.0,1.329,319.8,2023,AGOSTO_2023
AGOSTO,6,17,VILLAVERDE,6.246,1.614,178.536,186.396,111.432,0.0,48.0,15.489,51.318,178.287,1.186,310.0,54.0,60.0,0.0,451.0,31.0,244.0,2.34,427.4,2023,AGOSTO_2023
SEPTIEMBRE,1,1,CENTRO ,49.76,22.2,4.6,76.56,576.83,0.0,440.0,15.08,57.04,649.39,947.0,1.485,102.0,52.0,0.0,768.0,81.0,844.0,7.208,788.1,2023,SEPTIEMBRE_2023
SEPTIEMBRE,1,6,TETUÁN,22.25,33.38,55.63,111.26,433.6,0.0,260.0,4.04,0.0,437.9,582.0,311.0,113.0,60.0,0.0,429.0,60.0,476.0,4.222,464.9,2023,SEPTIEMBRE_2023
SEPTIEMBRE,1,7,CHAMBERÍ,44.1,4.0,4.45,52.55,292.26,0.0,320.0,1.6,0.0,294.18,486.0,252.0,51.0,60.0,0.0,425.0,59.0,246.0,744.0,396.0,2023,SEPTIEMBRE_2023
SEPTIEMBRE,2,2,ARGANZUELA,2.6,11.52,51.64,65.76,273.02,15.12,0.0,2.82,3.46,294.42,839.0,166.0,12.0,54.0,2.0,298.0,44.0,303.0,2.245,402.7,2023,SEPTIEMBRE_2023
SEPTIEMBRE,2,3,RETIRO,25.8,12.9,4.3,43.0,222.54,0.0,640.0,0.0,0.0,223.18,522.0,234.0,8.0,44.0,2.0,244.0,52.0,69.0,546.0,338.5,2023,SEPTIEMBRE_2023
SEPTIEMBRE,2,4,SALAMANCA,16.27,10.69,2.36,29.32,435.86,0.0,60.0,2.44,4.925,443.285,664.0,366.0,9.0,31.0,0.0,340.0,52.0,153.0,856.0,395.3,2023,SEPTIEMBRE_2023
SEPTIEMBRE,2,5,CHAMARTÍN,14.84,13.33,8.4,36.57,122.84,0.0,580.0,13.36,243.29,380.07,899.0,255.0,1.0,69.0,0.0,493.0,52.0,319.0,3.982,405.6,2023,SEPTIEMBRE_2023
SEPTIEMBRE,3,8,FUENCARRAL,68.15,65.94,87.0,221.09,195.54,5.36,0.0,24.08,97.72,322.7,1.465,141.0,95.0,62.0,0.0,540.0,60.0,250.0,4.002,407.5,2023,SEPTIEMBRE_2023
SEPTIEMBRE,3,9,MONCLOA,32.569,33.0,9.56,75.129,139.38,42.48,0.0,15.62,10.5,207.98,1.137,172.0,89.0,47.0,0.0,539.0,62.0,134.0,1.055,197.4,2023,SEPTIEMBRE_2023
SEPTIEMBRE,3,10,LATINA,129.06,51.08,52.2,232.34,121.26,15.96,960.0,4.56,37.22,179.96,1.198,146.0,33.0,60.0,0.0,422.0,60.0,543.0,6.218,442.1,2023,SEPTIEMBRE_2023
SEPTIEMBRE,4,15,CIUDAD LINEAL,46.977,29.806,93.913,170.696,194.839,0.0,130.0,39.221,231.945,466.135,1.076,500.0,5.0,85.0,0.0,552.0,0.0,369.0,3.144,639.7,2023,SEPTIEMBRE_2023
SEPTIEMBRE,4,16,HORTALEZA,40.266,25.548,80.497,146.311,167.005,0.0,120.0,33.618,198.81,399.553,1.688,162.0,135.0,127.0,0.0,538.0,120.0,94.0,1.507,624.7,2023,SEPTIEMBRE_2023
SEPTIEMBRE,4,20,SAN BLAS,33.555,21.29,67.081,121.926,139.171,0.0,90.0,28.015,165.675,332.951,1.172,341.0,34.0,107.0,0.0,499.0,59.0,138.0,1.101,559.3,2023,SEPTIEMBRE_2023
SEPTIEMBRE,4,21,BARAJAS,13.422,8.516,26.832,48.77,55.668,0.0,40.0,11.206,66.27,133.184,560.0,105.0,14.0,42.0,0.0,194.0,0.0,35.0,328.0,421.3,2023,SEPTIEMBRE_2023
SEPTIEMBRE,5,13,PUENTE DE VALLECAS ,34.091,16.396,209.238,259.724,366.286,0.0,280.0,25.135,115.592,507.293,1.367,227.0,50.0,139.0,0.0,633.0,34.0,317.0,3.568,663.6,2023,SEPTIEMBRE_2023
SEPTIEMBRE,5,18,VILLA DE VALLECAS ,13.246,8.024,89.129,110.399,130.289,0.0,245.0,0.0,63.643,194.177,616.0,63.0,98.0,46.0,0.0,264.0,12.0,88.0,695.0,402.5,2023,SEPTIEMBRE_2023
SEPTIEMBRE,5,14,MORATALAZ,9.467,4.884,59.673,74.025,99.315,0.0,105.0,7.987,35.847,143.254,453.0,80.0,15.0,18.0,0.0,207.0,9.0,176.0,1.557,337.0,2023,SEPTIEMBRE_2023
SEPTIEMBRE,5,19,VICÁLVARO,6.312,3.256,39.782,49.35,66.21,0.0,70.0,5.324,23.898,95.502,517.0,117.0,29.0,37.0,0.0,265.0,4.0,58.0,697.0,357.8,2023,SEPTIEMBRE_2023
SEPTIEMBRE,6,11,CARABANCHEL,5.025,8.844,274.762,288.631,185.187,0.0,26.0,25.445,93.694,304.352,1.434,348.0,42.0,79.0,0.0,546.0,50.0,457.0,3.528,641.9,2023,SEPTIEMBRE_2023
SEPTIEMBRE,6,12,USERA,2.969,5.226,162.36,170.555,109.429,0.0,16.0,15.036,55.364,179.845,922.0,279.0,47.0,52.0,0.0,346.0,51.0,275.0,2.062,361.9,2023,SEPTIEMBRE_2023
SEPTIEMBRE,6,17,VILLAVERDE,3.426,6.03,187.338,196.794,126.264,0.0,18.0,17.349,63.882,207.513,1.126,360.0,55.0,63.0,0.0,447.0,51.0,65.0,853.0,478.7,2023,SEPTIEMBRE_2023
OCTUBRE,1,1,CENTRO ,44.28,19.75,4.09,68.12,811.26,0.0,9.96,16.36,24.2,861.78,973.0,1.581,97.0,38.0,0.0,788.0,83.0,1.135,8.193,796.3,2023,OCTUBRE_2023
OCTUBRE,1,6,TETUÁN,23.54,35.4,58.98,117.92,441.08,0.0,1.38,5.276,0.0,447.736,574.0,359.0,115.0,65.0,0.0,450.0,62.0,202.0,7.329,470.5,2023,OCTUBRE_2023
OCTUBRE,1,7,CHAMBERÍ,48.435,3.69,5.535,57.66,372.48,0.0,200.0,3.9,0.0,376.58,501.0,220.0,53.0,58.0,0.0,455.0,62.0,218.0,1.172,403.7,2023,OCTUBRE_2023
OCTUBRE,2,2,ARGANZUELA,7.14,13.14,52.018,72.298,301.18,26.18,300.0,2.988,0.0,330.648,812.0,123.0,15.0,59.0,0.0,289.0,43.0,217.0,1.721,409.4,2023,OCTUBRE_2023
OCTUBRE,2,3,RETIRO,29.676,14.838,4.946,49.46,246.64,5.54,640.0,0.0,0.0,252.82,471.0,313.0,24.0,39.0,0.0,222.0,46.0,141.0,951.0,350.1,2023,OCTUBRE_2023
OCTUBRE,2,4,SALAMANCA,13.745,6.465,4.07,24.28,435.48,0.0,340.0,0.0,8.14,443.96,634.0,466.0,23.0,23.0,0.0,322.0,45.0,87.0,1.678,408.9,2023,OCTUBRE_2023
OCTUBRE,2,5,CHAMARTÍN,22.44,14.26,4.24,40.94,168.28,10.62,500.0,12.56,162.4,354.36,870.0,317.0,1.0,42.0,0.0,478.0,51.0,126.0,819.0,411.9,2023,OCTUBRE_2023
OCTUBRE,3,8,FUENCARRAL,65.12,27.0,109.14,201.26,202.74,52.12,480.0,28.1,39.28,322.72,1.507,146.0,88.0,58.0,0.0,565.0,62.0,515.0,9.245,415.6,2023,OCTUBRE_2023
OCTUBRE,3,9,MONCLOA,22.28,17.3,20.62,60.2,145.26,30.32,420.0,3.82,0.0,179.82,1.175,178.0,83.0,47.0,0.0,561.0,62.0,292.0,3.352,201.8,2023,OCTUBRE_2023
OCTUBRE,3,10,LATINA,83.94,67.56,104.4,255.9,148.04,28.7,0.0,8.64,21.86,207.24,1.236,150.0,31.0,52.0,0.0,435.0,62.0,445.0,4.826,450.9,2023,OCTUBRE_2023
OCTUBRE,4,15,CIUDAD LINEAL,58.793,28.455,84.665,171.913,291.487,0.0,190.0,43.673,110.173,445.523,1.108,527.0,5.0,85.0,0.0,573.0,0.0,205.0,2.136,643.0,2023,OCTUBRE_2023
OCTUBRE,4,16,HORTALEZA,50.394,24.39,72.57,147.354,249.846,0.0,160.0,37.434,94.434,381.874,1.742,174.0,137.0,141.0,0.0,549.0,124.0,408.0,4.388,627.7,2023,OCTUBRE_2023
OCTUBRE,4,20,SAN BLAS,41.995,20.325,60.475,122.795,208.205,2.74,120.0,31.195,78.695,320.955,1.22,354.0,33.0,105.0,0.0,510.0,62.0,353.0,3.248,565.8,2023,OCTUBRE_2023
OCTUBRE,4,21,BARAJAS,16.798,8.13,24.19,49.118,83.282,0.0,90.0,12.478,31.478,127.328,578.0,106.0,14.0,44.0,0.0,198.0,0.0,107.0,894.0,425.7,2023,OCTUBRE_2023
OCTUBRE,5,13,PUENTE DE VALLECAS ,35.444,8.191,245.187,288.822,419.956,0.0,408.0,24.802,42.494,487.66,1.423,250.0,55.0,95.0,0.0,680.0,34.0,268.0,3.58,674.1,2023,OCTUBRE_2023
OCTUBRE,5,18,VILLA DE VALLECAS ,14.793,4.004,98.071,116.868,190.664,0.0,252.0,15.488,19.636,226.04,640.0,73.0,103.0,50.0,0.0,267.0,13.0,204.0,1.892,342.6,2023,OCTUBRE_2023
OCTUBRE,5,14,MORATALAZ,10.047,2.439,68.652,81.138,122.124,0.0,132.0,8.058,12.426,142.74,465.0,87.0,12.0,27.0,0.0,208.0,9.0,37.0,198.0,409.9,2023,OCTUBRE_2023
OCTUBRE,5,19,VICÁLVARO,6.698,1.626,45.768,54.092,81.416,0.0,88.0,5.372,8.284,95.16,530.0,131.0,28.0,40.0,0.0,274.0,6.0,146.0,1.654,363.3,2023,OCTUBRE_2023
OCTUBRE,6,11,CARABANCHEL,10.516,12.918,270.182,293.616,173.087,0.0,79.0,30.087,117.324,320.577,1.479,360.0,42.0,88.0,0.0,549.0,49.0,415.0,3.171,651.2,2023,OCTUBRE_2023
OCTUBRE,6,12,USERA,6.214,7.634,159.653,173.501,102.279,0.0,47.0,17.779,69.328,189.433,950.0,289.0,46.0,54.0,0.0,356.0,50.0,181.0,1.417,368.4,2023,OCTUBRE_2023
OCTUBRE,6,17,VILLAVERDE,7.17,8.808,184.215,200.193,118.014,0.0,54.0,20.514,79.994,218.576,1.17,372.0,58.0,62.0,0.0,449.0,47.0,257.0,2.293,483.4,2023,OCTUBRE_2023
NOVIEMBRE,1,1,CENTRO ,46.75,20.86,4.31,71.92,658.736,50.26,5.7,24.16,2.96,741.816,929.0,1.532,100.0,121.0,0.0,770.0,80.0,638.0,3.841,799.1,2023,NOVIEMBRE_2023
NOVIEMBRE,1,6,TETUÁN,20.26,30.39,50.65,101.3,382.18,81.16,240.0,3.54,0.0,467.12,584.0,322.0,110.0,266.0,0.0,402.0,60.0,348.0,2.22,468.4,2023,NOVIEMBRE_2023
NOVIEMBRE,1,7,CHAMBERÍ,49.1,3.58,5.04,57.72,313.59,54.42,0.0,4.62,0.0,372.63,482.0,262.0,51.0,244.0,0.0,428.0,60.0,192.0,718.0,401.4,2023,NOVIEMBRE_2023
NOVIEMBRE,2,2,ARGANZUELA,7.08,13.168,41.96,62.208,286.84,58.22,1.16,1.14,0.0,347.36,821.0,134.0,14.0,108.0,0.0,287.0,39.0,408.0,4.691,401.9,2023,NOVIEMBRE_2023
NOVIEMBRE,2,3,RETIRO,28.188,14.094,4.698,46.98,231.336,9.96,480.0,10.52,0.0,252.296,478.0,341.0,10.0,81.0,0.0,236.0,46.0,86.0,506.0,346.3,2023,NOVIEMBRE_2023
NOVIEMBRE,2,4,SALAMANCA,11.98,7.51,200.0,19.69,453.0,31.12,400.0,3.66,0.0,488.18,528.0,395.0,1.0,128.0,0.0,340.0,52.0,132.0,1.143,403.5,2023,NOVIEMBRE_2023
NOVIEMBRE,2,5,CHAMARTÍN,21.12,14.22,3.82,39.16,287.64,64.3,180.0,23.2,126.98,502.3,824.0,299.0,2.0,112.0,0.0,478.0,50.0,491.0,4.689,409.9,2023,NOVIEMBRE_2023
NOVIEMBRE,3,8,FUENCARRAL,42.22,40.64,71.9,154.76,238.32,148.72,0.0,21.06,14.82,422.92,1.515,143.0,81.0,194.0,0.0,560.0,60.0,211.0,3.804,411.7,2023,NOVIEMBRE_2023
NOVIEMBRE,3,9,MONCLOA,28.4,37.94,10.18,76.52,185.12,106.26,0.0,17.98,3.42,312.78,1.177,170.0,79.0,181.0,0.0,556.0,60.0,128.0,1.222,200.6,2023,NOVIEMBRE_2023
NOVIEMBRE,3,10,LATINA,79.76,64.82,85.78,230.36,167.22,133.24,700.0,8.78,31.86,341.8,1.201,146.0,33.0,186.0,0.0,430.0,60.0,587.0,6.478,449.4,2023,NOVIEMBRE_2023
NOVIEMBRE,4,15,CIUDAD LINEAL,60.368,30.31,69.916,160.594,372.232,122.507,161.0,44.149,14.175,553.224,1.088,495.0,5.0,87.0,0.0,522.0,0.0,384.0,3.775,644.6,2023,NOVIEMBRE_2023
NOVIEMBRE,4,16,HORTALEZA,51.744,25.98,59.928,137.652,319.056,105.006,138.0,37.842,12.15,474.192,1.68,174.0,129.0,153.0,0.0,490.0,119.0,108.0,638.0,626.0,2023,NOVIEMBRE_2023
NOVIEMBRE,4,20,SAN BLAS,43.12,21.65,49.94,114.71,265.88,87.505,115.0,31.535,10.125,395.16,1.196,349.0,30.0,143.0,0.0,439.0,60.0,81.0,728.0,562.0,2023,NOVIEMBRE_2023
NOVIEMBRE,4,21,BARAJAS,17.248,8.66,19.976,45.884,106.352,35.002,46.0,12.614,4.05,158.064,574.0,102.0,14.0,39.0,0.0,177.0,0.0,30.0,296.0,420.1,2023,NOVIEMBRE_2023
NOVIEMBRE,5,13,PUENTE DE VALLECAS ,21.594,6.251,223.843,251.688,404.822,109.416,218.0,23.165,57.793,595.414,1.51,245.0,108.0,213.0,0.0,686.0,34.0,477.0,5.575,669.3,2023,NOVIEMBRE_2023
